,"US1MT=RR,Bid Yield, ","US1MT=RR,Volatility,1 个月","US1MT=RR,Volatility,2 个月","US1MT=RR,Volatility,3 个月","US1MT=RR,Volatility,6 个月","US1MT=RR,Volatility,1 年","US1MT=RR,Volatility,23 天数"
2018/11/27,2.193,16.4068712589123,15.5242682074683,15.9431376552202,21.1285427949157,32.3794673843286,16.4068712589123
2018/11/26,2.195,16.4123251961366,15.5975655958422,15.9387346744563,21.2262230286131,32.4211593610555,16.4123251961366
2018/11/23,2.221,15.9633048301671,15.248786840975,15.7397356502115,21.1360738144322,32.3957061053761,15.9633048301671
2018/11/21,2.231,15.9848709829523,15.5643127528063,15.6852107795024,21.1616267747362,32.4184417868598,15.9848709829523
2018/11/20,2.182,14.1674783943944,15.413900405642,15.3354946817085,20.9752292330492,32.3649074987082,14.1674783943944
2018/11/19,2.195,15.1142766820425,15.2909258549952,15.3026869431035,21.0545008375793,32.3601536217558,15.1142766820425
2018/11/16,2.185,15.0676954520562,15.3181960091759,15.3393439928013,21.1170054124428,32.359767418396,15.0676954520562
2018/11/15,2.193,15.2539159502999,15.2715647699231,15.3187032107174,21.1017434812323,32.4901932174217,15.2539159502999
2018/11/14,2.229,14.0035146194515,14.5862036325617,14.9603803618042,20.9734260246923,32.9253140218126,14.0035146194515
2018/11/13,2.213,15.4997652579124,15.0318316874527,14.9397798010035,21.0195193518962,32.9854492840442,15.4997652579124
2018/11/9,2.196,15.363059511303,14.9836015588883,14.9002426521956,21.019695598677,33.0737364287438,15.363059511303
